pygame 2.6.0 (SDL 2.28.4, Python 3.12.4)
Hello from the pygame community. https://www.pygame.org/contribute.html
100
100
         12397737 function calls (12376331 primitive calls) in 13.219 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 subgraph_rewriter.py:1(<module>)
       45    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
      132    0.000    0.000    0.000    0.000 __init__.py:130(<genexpr>)
        1    0.000    0.000    0.000    0.000 node.py:140(Node)
       38    0.000    0.000    0.000    0.000 observer.py:77(_with_args)
       99    0.000    0.000    0.000    0.000 main.py:205(eat)
        3    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
        3    0.000    0.000    0.000    0.000 enum.py:863(_create_)
       87    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
      240    0.000    0.000    0.000    0.000 version.py:307(post)
        2    0.000    0.000    0.001    0.000 combining.py:1(<module>)
        1    0.000    0.000    0.004    0.004 graph_signature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:428(_sanity_check)
        1    0.000    0.000    0.000    0.000 connection.py:1(<module>)
       87    0.000    0.000    0.000    0.000 kl.py:49(register_kl)
      238    0.000    0.000    0.000    0.000 version.py:491(_parse_local_version)
       11    0.000    0.000    0.000    0.000 enum.py:1551(__or__)
        1    0.000    0.000    0.001    0.001 constraint_registry.py:1(<module>)
       42    0.000    0.000    0.000    0.000 _typing.py:277(__init__)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.006    0.006 shape_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 annotations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 observer.py:157(UniformQuantizationObserverBase)
       14    0.000    0.000    0.000    0.000 __init__.py:3190(_find_adapter)
       83    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
        1    0.000    0.000    0.001    0.001 optimizer.py:225(Optimizer)
    12/10    0.000    0.000    0.000    0.000 model.py:1790(_parse)
        1    0.000    0.000    0.000    0.000 inspect.py:2229(_signature_fromstr)
       20    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
       97    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
      238    0.000    0.000    0.000    0.000 version.py:276(release)
       12    0.000    0.000    0.002    0.000 _meta_registrations.py:6143(_create_binary_float_meta_func)
       23    0.000    0.000    0.000    0.000 overrides.py:177(decorator)
       76    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
       38    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       36    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        1    0.000    0.000    0.000    0.000 _tensor.py:81(Tensor)
        1    0.000    0.000    0.001    0.001 dataset.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        2    0.000    0.000    0.000    0.000 immutable_collections.py:33(_create_immutable_container)
       96    0.000    0.000    0.000    0.000 _script.py:936(<lambda>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2317(_IPv6Constants)
        2    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
      133    0.000    0.000    0.000    0.000 inspect.py:742(getmro)
       17    0.000    0.000    0.000    0.000 _internal.py:804(_setup_handlers)
      131    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       87    0.000    0.000    0.000    0.000 kl.py:84(decorator)
       44    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.001    0.001 storage.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _ops.py:973(__getattr__)
        1    0.000    0.000    0.000    0.000 pickle.py:1129(_Unpickler)
       83    0.000    0.000    0.000    0.000 __init__.py:27(decorator)
        1    0.000    0.000    0.002    0.002 _recursive.py:1(<module>)
      218    0.000    0.000    0.000    0.000 __init__.py:89(<lambda>)
       62    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
      118    0.000    0.000    0.000    0.000 __init__.py:693(__iter__)
       64    0.000    0.000    0.000    0.000 main.py:200(die)
        6    0.000    0.000    0.000    0.000 typing.py:2131(runtime_checkable)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _utils.py:900(_dummy_type)
        1    0.000    0.000    0.025    0.025 graph_drawer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kl.py:958(_add_kl_info)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
      234    0.000    0.000    0.000    0.000 pathlib.py:560(root)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 uuid.py:1(<module>)
       25    0.000    0.000    0.001    0.000 decompositions.py:4503(register_inplace)
      238    0.000    0.000    0.000    0.000 version.py:329(local)
       69    0.000    0.000    0.000    0.000 inspect.py:304(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 passthrough.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _state.py:1(<module>)
        7    0.000    0.000    0.001    0.000 warnings.py:133(filterwarnings)
       41    0.000    0.000    0.001    0.000 __init__.py:1510(setLevel)
        1    0.000    0.000    0.000    0.000 package_importer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shared_memory.py:1(<module>)
        1    0.000    0.000    0.001    0.001 functional_tensor.py:1(<module>)
      111    0.000    0.000    0.000    0.000 traceback.py:265(__init__)
       62    0.000    0.000    0.000    0.000 unary.py:149(_torch_unary)
       18    0.000    0.000    0.001    0.000 arrayprint.py:1652(_array_str_implementation)
        2    0.000    0.000    0.005    0.003 callable.py:1(<module>)
        1    0.000    0.000    0.004    0.004 net_min_base.py:1(<module>)
        2    0.000    0.000    0.011    0.006 core.py:1(<module>)
      228    0.000    0.000    0.000    0.000 enum.py:183(__init__)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
       58    0.000    0.000    0.000    0.000 unary.py:158(_torch_inplace_unary)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
      190    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.065    0.065 inspect.py:1678(getframeinfo)
       16    0.000    0.000    0.002    0.000 _functools.py:75(wrapper)
        1    0.000    0.000    0.000    0.000 model.py:326(ScalarType)
        1    0.000    0.000    0.000    0.000 numpy_utils.py:1(<module>)
       18    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        2    0.000    0.000    0.031    0.015 __config__.py:1(<module>)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       12    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
      196    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      113    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        2    0.000    0.000    0.000    0.000 fuser_method_mappings.py:1(<module>)
       58    0.000    0.000    0.000    0.000 constraint_registry.py:88(register)
      238    0.000    0.000    0.000    0.000 version.py:318(dev)
        7    0.000    0.000    0.000    0.000 getlimits.py:688(__init__)
        1    0.000    0.000    0.005    0.005 async_vector_env.py:1(<module>)
       83    0.000    0.000    0.000    0.000 __init__.py:16(set_module)
      234    0.000    0.000    0.000    0.000 {built-in method _io.text_encoding}
        1    0.000    0.000    0.001    0.001 events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 std.py:245(tqdm)
       22    0.000    0.000    0.000    0.000 c10d_logger.py:71(_exception_logger)
        1    0.000    0.000    0.000    0.000 sampler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 storage.py:23(_StorageBase)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 impl.py:641(find_ophandle_or_throw)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 collate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reduction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:2111(Arguments)
        1    0.000    0.000    0.025    0.025 shape_prop.py:1(<module>)
       24    0.000    0.000    0.000    0.000 numerictypes.py:589(_scalar_type_key)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _tensor.py:1(<module>)
        6    0.000    0.000    0.003    0.000 linear_relu.py:1(<module>)
        1    0.000    0.000    0.005    0.005 rnn.py:368(RNN)
        2    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 operator_support.py:1(<module>)
        2    0.000    0.000    0.000    0.000 conv_fused.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sym_node.py:65(SymNode)
        1    0.000    0.000    0.000    0.000 storage.py:489(TypedStorage)
        8    0.000    0.000    0.000    0.000 _contextlib.py:123(__call__)
        6    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        2    0.000    0.000    0.001    0.000 grouping.py:1(<module>)
       50    0.000    0.000    0.000    0.000 _add_newdocs.py:6654(refer_to_array_attribute)
       42    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
        2    0.000    0.000    0.001    0.001 batchnorm.py:1(<module>)
        1    0.000    0.000    0.003    0.003 datapipe.py:1(<module>)
        1    0.000    0.000    0.001    0.001 immutable_collections.py:1(<module>)
        1    0.000    0.000    0.001    0.001 interpreter.py:1(<module>)
       54    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       24    0.000    0.000    0.014    0.001 __init__.py:73(import_module)
        1    0.000    0.000    0.001    0.001 _manylinux.py:1(<module>)
      234    0.000    0.000    0.000    0.000 pathlib.py:569(_tail)
        1    0.000    0.000    0.000    0.000 constraints.py:1(<module>)
        1    0.000    0.000    0.011    0.011 specifiers.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _ops.py:897(__init__)
       56    0.000    0.000    0.000    0.000 __init__.py:451(_make_elementwise_unary_reference)
        1    0.000    0.000    0.019    0.019 python.py:1(<module>)
        1    0.000    0.000    0.000    0.000 param_fetch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       42    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
        1    0.000    0.000    0.001    0.001 _typing.py:1(<module>)
        9    0.000    0.000    0.001    0.000 _meta_registrations.py:6132(_create_unary_float_meta_func)
      134    0.000    0.000    0.000    0.000 __init__.py:248(<genexpr>)
       18    0.000    0.000    0.000    0.000 tokenize.py:382(find_cookie)
        1    0.000    0.000    0.001    0.001 std.py:1(<module>)
       66    0.000    0.000    0.000    0.000 typing.py:1572(<genexpr>)
        6    0.000    0.000    0.038    0.006 _ops.py:248(__init__)
        1    0.000    0.000    0.000    0.000 split_module.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:61(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 pdb.py:215(Pdb)
       31    0.000    0.000    0.000    0.000 typing.py:1786(_caller)
      117    0.000    0.000    0.000    0.000 __init__.py:958(_added_new)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       10    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 package_exporter.py:182(PackageExporter)
        1    0.000    0.000    0.068    0.068 surfarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vmap.py:1(<module>)
       26    0.000    0.000    0.000    0.000 _internal.py:88(register_artifact_name)
      169    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
      149    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       21    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        5    0.000    0.000    0.001    0.000 model.py:1986(parse)
        1    0.000    0.000    0.001    0.001 tools_common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 matcher_utils.py:17(_init_logger)
       41    0.000    0.000    0.000    0.000 __init__.py:1323(append)
        2    0.000    0.000    0.000    0.000 version.py:57(InvalidVersion)
        1    0.000    0.000    0.001    0.001 data_parallel.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sprite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c10d_logger.py:1(<module>)
        1    0.000    0.000    0.000    0.000 async_vector_env.py:42(AsyncVectorEnv)
      230    0.000    0.000    0.000    0.000 __init__.py:2639(_reload_version)
        1    0.000    0.000    0.000    0.000 {built-in method pygame.display.set_caption}
       24    0.000    0.000    0.014    0.001 <frozen importlib._bootstrap>:1375(_gcd_import)
        1    0.000    0.000    0.000    0.000 graph_manipulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
       24    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
